group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,0,0.6262075261241847,1.8528526854702434,-3.1087467599315666,3.1227232347528657,-0.0005103135380983969,17.404693869954226,-183.20367926665946,188.04086573077024,81.70147073603648,75.3486389628781,1.8139666236896894,420.62664433929217,0.2033898305084746,1.3055555555555556
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,1,0.047413918355371724,1.8860250937376932,-3.118930832322476,3.0882033317972466,-0.3060838186187613,21.69317729171949,-186.7680775397511,186.45390963999012,114.32637165084667,71.3265415954704,5.0659429862782055,324.63187737005023,0.0847457627118644,2.04
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,2,2.541552576811408,0.0065337604529273575,2.530331309698072,2.554166801460576,0.5130644200382484,1.4034394763454665,-1.160511949423979,3.5874514308154737,19.581478101781,13.585931042877853,1.0880610138186209,45.78906220651413,0.01694915254237288,0.8
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,3,1.0403382677227446,2.274850412705943,-2.304735227112107,2.978832220443137,-5.650671154319253,33.93066964048087,-185.17890368819923,3.5238846051269546,29.659879397080825,24.827262571493574,1.0214460734627158,113.47028802619079,0.0847457627118644,0.4
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,4,1.1900563673782882,0.9140274639013587,-2.3512925425707705,2.6755019681237973,0.4669737575826844,4.355023943313158,-5.952833584859237,13.459586521168056,98.44122407423572,64.3949738608806,3.2163276587468927,286.92314873479285,0.0847457627118644,1.4266666666666665
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,5,1.591083464967858,1.3914979273199295,-2.9181284260648623,2.9847158357911305,0.6063008159551214,15.508504470109433,-9.353394020734228,179.74385183014758,57.037060314207004,64.95891843691018,4.752641217719519,370.0353732816981,0.06779661016949153,2.3
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,6,0.5135790422853023,1.3935875745711768,-1.4667234337072994,2.905436624712737,3.107282430202226,10.34209785426797,-40.49548765604368,38.495382536736756,121.94558921434684,62.43752614662056,15.2269254819211,265.95566994735367,0.03389830508474576,1.3666666666666667
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,7,-2.098125514989146,0.4130543371187007,-2.465034970322545,-1.0973942046032712,2.729344786224316,2.644754062089909,0.713620278415612,7.987800349297023,74.58681546239123,42.68932382737342,8.890899224475854,131.08187559826928,0.01694915254237288,1.0666666666666667
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,8,-0.6540459550140814,2.269390350444787,-3.130823578562924,3.1397948336226777,-1.881786404828297,41.80587320983646,-187.87898840510627,187.5638401993851,123.79367760502161,66.68502098812056,0.0,324.1826624018845,0.0847457627118644,2.68
control,2_81DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,9,-1.1118404601340077,2.05591357386314,-3.1177218264701474,2.9033915672848045,2.3701740407604874,46.51417178721064,-182.10753768184642,182.44572683908396,69.50720249012493,43.38969148278307,15.498033395416257,170.45594485080582,0.06779661016949153,0.5333333333333333
